6.8,3
7.2,30
7.3,1
5.4,5
6,1000
9.2,400
7.5,80
5.5,2
8.7,0.01
6.3,3
6,1
6.6,28
6,35
6.3,4
7,3
6.3,1
5.9,14
8.1,3
7.8,1
6.8,300
6.5,140
5.3,1
4.6,2
6,320
7.2,0.6
4.6,1
7.5,1
8.2,131
7.3,8
7.4,2
7.3,35
6.6,200
7.4,2
7.8,2
6.2,0.32
7,1
6.3,24
4.8,8.35
7.1,2
4.8,1
7.4,55.6
5.7,1
7.9,50000
7,1
6.7,3
6.6,0.4
7.3,1.75
7.6,6
4.6,41
6.5,505
5.2,6
7.8,236.4
6.2,2968
7.5,390
7.5,64
6.5,100
6.5,5.75
7.7,5
6.3,3
8.1,4
6.2,4
6.9,1
5.6,3
7.7,4
7.5,4
6.5,4
6.5,195
7.5,5600
8,134
7.5,2000
7.3,0.1
5.9,3
8,1.2
7.4,80
6.6,3
7.7,865
6.4,250
7.8,50
7.6,30
6.9,2700
5.8,4.15
6.5,2
6.1,16
6.4,20
7.7,4
6.3,3
6.7,3
5.9,11.5
5.2,2000
5.8,5
6.1,2
6.4,5
5.4,3
5.1,1
6.5,245
5.6,2
6,2
7.7,5200
4.9,1
5.2,3
6.7,5
6.8,5
4.6,0.5
6.7,812
6.7,5
5.2,5
7.1,4
5.5,5
5.9,5
5.4,5
6,1
5.5,1
3.5,3.3
6.2,5
5.5,12
6,2000
6.6,1
5.9,1.45
4.7,0.5
4.9,61
4.9,4
4.6,5
7.3,2
6.6,1
6.5,0.5
6.2,1
7.7,800
6.2,5
6.1,1
5,1
6.5,2.227
7.3,1
7.3,2
5.3,2200
5,50
5,2
6.7,6.5
6.2,8
7.2,3
6.6,0.5
5.8,1
6.1,5
7,5
6.1,8
5.3,25
5.8,5
5.2,1
6.1,43
6.4,38
5.3,1
5.6,2
6.9,238
5.3,2
8,2575
6.5,1
7.5,2
5.8,1
6.1,1
7.2,1
6.6,1
7.5,5
8.1,4000
5.9,80
6,1
5,2
4.6,22
5.3,60
5.9,2
6.2,1
7.1,0.5
6,4.5
6.2,1
6.9,3
5.8,300
5.4,1500
5.5,1
7.8,1
5.5,1
5.6,5
5,2
6.6,25
6.7,1
6.6,22
4.6,1
6.9,3
6.4,1
6.2,12
5.7,358
4.8,2
6.2,3
6.5,3
6.2,1
5.7,1
6,2
7.3,269
4.6,71
6.6,1
6.1,100
6.2,164
5.6,91
6.3,1
6.9,5600
4.7,5
5.9,1
7.5,3
5.4,1000
5.5,30
6.1,40
7,1
6.9,58.35
6.5,1
6.7,700
7.1,1
4.8,103
7.8,3000
6.1,1
4.4,1
6,250
6.7,2
6.8,32
5.3,500
6.2,1
5.9,2
5.7,3
5.5,3
6.4,1
6.7,252
6.2,36
6.1,200
5.5,1
5.1,104
6.5,3
5.6,30
4.7,30
5.1,3
6.2,200
5,2
4.4,1
6.9,750
5.2,1
6.3,1
7.1,2
6.2,31
6,100
7,1
7.6,3
6.7,2
7.5,130
7.7,30
5.3,1200
7,1
7.4,115
7.8,2103
5.8,1
7.7,1207
7.8,1
6.2,4
6.9,5
6.7,40000
6.2,2
6.9,2000
6.1,1.4
6.1,3
7.8,2.2
8.2,3
5.9,2
7.1,3.7
7.8,170.4
5.3,3
6.9,36896
6.6,25
7.1,750
6.5,2
6.8,3
6.4,3
6.8,4
8,200
6.2,80
7.9,2
6.6,506
8.2,3
7.5,2
6,330
6.5,1948
7.1,3
5.6,6
5.9,1
6.7,25
7.2,4
5.8,143
7,81
6,2
5.9,3
7.1,300
6.1,3
5.7,4
6.6,27
6.4,1
6.6,50
5.2,1
5.8,1
6.6,3
6.6,4
6.3,4
6.2,100
7.2,1
5.5,17
5.6,1543
7.7,107
4.5,22.6
6.2,700
4.8,1
6,500
6.6,394
6.8,1
5.4,18
4.2,3
7.6,50000
6,4200
7.7,8700
7.5,164.8
7.2,4
5.9,0.786
4.4,30
5.3,44
5.7,171
7.2,4948
5.7,1
7.3,1
6.5,220
5.6,60.929
5.9,73.5
5.3,1
4.1,1
7.9,4
6,80
6.5,1
6.4,6
6.8,8
4.2,43
5,50
6.5,1
6.7,3
7.7,753
7.7,166836
6.6,348.5
5.6,3
6.8,400
5.5,36
8.4,3
7.6,1
7.2,2
7.5,1.714
6.1,3
6.6,1
4.5,55
6.5,300
6.5,11
6,500
7.6,70
4.8,1
7.6,632
5.7,3
7.9,1
6.3,40
5.7,1
5.2,2
6.1,2
5.7,2
7,7
5.7,200
6.8,1
5.9,75
5.5,3
6.3,1
5.4,3
6.4,1
8.3,90
5.8,1
5.1,30
5.6,1
6.8,1
6.6,40
6.6,4
5.8,1
4.4,3
5.3,1
5.4,40
6.4,926
5.4,2
6.5,1
6.3,400
5.2,1
5.4,1
5.7,1
7.4,40
4.8,1
6.6,28000
7.2,10
6.3,1
5,2
7.1,55
7,24
5.4,2
5.8,3
9.1,10000
4.3,2
5.6,1
4.9,45
6.6,3
5.2,4
6,2
6.5,1
5.3,4
6.1,4
7.6,55
6.3,4
7.7,55
6.7,73
5.8,2
6.1,310
6.6,12500
4.3,3
8,1090
5,1
5.1,10
7.7,2
4.8,1
5.9,4
5.9,1
4.5,2
7.9,86000
6.3,3
5.5,1
6.3,4
6.3,2500
5.7,2
8.1,285
7.5,2200
6.6,10
6.6,2.43
5.1,1.5
6.5,21.8
7,8000
7,1
8.8,12000
6.3,1000
6.1,2
7.2,1150
6.9,500
4.9,1
7,6500
5.2,1
7.8,39
6.1,4
9,220085.456
6.8,3.6
6,3000
6.1,2
5.7,1
6.9,22.3
7.1,4
5.6,10.5
6.7,15
7.4,1
7.2,1
5.4,8
5.4,1
5.9,350
6.3,68
6.5,3000
6.3,1
7.6,1
5.6,1000
7.3,3
6,2
6.3,850
2.1,100
5.7,90
5.7,1
6,4
6.6,1
7.7,3
6.1,178
6.1,3
5.1,1
4.1,1.36
6.9,3
6.1,4
6,3
6.2,1
5.2,14.65
7.8,10000
8.3,600
6.5,4
7,4
7.8,4
6.6,1
